id,DT,NFC,SM
P-2467,0.01,0.68,0.35
P-2468,0.01,0.51,0.24
P-2469,0.01,0.35,0.01
P-2470,0.01,0.49,0.29
P-2471,0.01,0.33,0.18
P-2472,0.01,0.42,0.19
P-2473,0.01,0.51,0.15
P-2474,0.01,0.59,0.28
P-2475,0.01,0.71,0.32
P-2476,0.01,0.65,0.43
P-2477,0.04,0.32,0.02
P-2478,0.01,0.56,0.35
P-2479,0.01,0.52,0.08
P-2480,0.01,0.49,0.03
P-2481,0.01,0.29,0.13
P-2482,0.01,0.17,0.07
P-2483,0.01,0.50,0.21
P-2484,0.01,0.40,0.37
P-2485,0.01,0.55,0.25
P-2486,0.01,0.48,0.01
P-2487,0.01,0.74,0.32
P-2488,0.01,0.34,0.01
P-2489,0.01,0.49,0.30
P-2490,0.01,0.55,0.19
P-2491,0.02,0.33,0.10
P-2492,0.01,0.67,0.54
P-2493,0.01,0.24,0.19
P-2494,0.01,0.42,0.32
P-2495,0.01,0.52,0.26
P-2496,0.01,0.30,0.01
P-2497,0.01,0.21,0.22
P-2498,0.01,0.40,0.27
P-2499,0.01,0.77,0.22
P-2500,0.01,0.42,0.14
P-2501,0.01,0.48,0.33
P-2502,0.01,0.55,0.01
P-2503,0.01,0.45,0.26
P-2504,0.01,0.29,0.14
P-2505,0.01,0.55,0.24
P-2506,0.01,0.50,0.19
P-2507,0.01,0.66,0.29
P-2508,0.01,0.46,0.04
P-2509,0.01,0.59,0.11
P-2510,0.01,0.46,0.23
P-2511,0.01,0.69,0.39
P-2512,0.01,0.25,0.06
P-2513,0.01,0.78,0.41
P-2514,0.01,0.33,0.05
P-2515,0.01,0.28,0.27
P-2516,0.01,0.36,0.19
P-2517,0.01,0.63,0.25
P-2518,0.01,0.48,0.05
P-2519,0.01,0.45,0.23
P-2520,0.01,0.42,0.15
P-2521,0.01,0.36,0.28
P-2522,0.01,0.52,0.23
P-2523,0.01,0.38,0.33
P-2524,0.01,0.66,0.49
P-2525,0.01,0.66,0.33
P-2526,0.01,0.65,0.44
P-2527,0.01,0.58,0.01
P-2528,0.01,0.84,0.26
P-2529,0.01,0.39,0.35
P-2530,0.01,0.40,0.22
P-2531,0.01,0.58,0.22
P-2532,0.01,0.45,0.20
P-2533,0.01,0.52,0.12
P-2534,0.01,0.21,0.01
P-2535,0.01,0.59,0.38
P-2536,0.01,0.61,0.26
P-2537,0.01,0.69,0.14
P-2538,0.01,0.41,0.01
P-2539,0.01,0.38,0.08
P-2540,0.01,0.67,0.40
P-2541,0.01,0.56,0.14
P-2542,0.01,0.72,0.28
P-2543,0.01,0.31,0.29
P-2544,0.01,0.31,0.08
P-2545,0.01,0.49,0.22
P-2546,0.01,0.59,0.34
P-2547,0.01,0.45,0.14
P-2548,0.01,0.49,0.24
P-2549,0.01,0.53,0.19
P-2550,0.01,0.41,0.26
P-2551,0.01,0.34,0.31
P-2552,0.01,0.58,0.14
P-2553,0.01,0.60,0.41
P-2554,0.01,0.33,0.28
P-2555,0.01,0.39,0.14
P-2556,0.01,0.61,0.49
P-2557,0.01,0.44,0.17
P-2558,0.01,0.60,0.01
P-2559,0.01,0.72,0.36
P-2560,0.01,0.75,0.47
P-2561,0.01,0.75,0.41
P-2562,0.01,0.60,0.23
P-2563,0.01,0.56,0.22
P-2564,0.01,0.44,0.35
P-2565,0.01,0.55,0.06
P-2566,0.01,0.50,0.21
P-2567,0.01,0.41,0.17
P-2568,0.01,0.50,0.22
P-2569,0.01,0.27,0.22
P-2570,0.01,0.54,0.27
P-2571,0.01,0.40,0.32
P-2572,0.01,0.22,0.06
P-2573,0.01,0.21,0.23
P-2574,0.01,0.58,0.41
P-2575,0.01,0.65,0.05
P-2576,0.01,0.44,0.20
P-2577,0.01,0.31,0.28
P-2578,0.01,0.41,0.24
P-2579,0.01,0.75,0.03
P-2580,0.01,0.55,0.01
P-2581,0.01,0.63,0.21
P-2582,0.01,0.59,0.17
P-2583,0.01,0.42,0.15
P-2584,0.01,0.28,0.01
P-2585,0.01,0.61,0.38
P-2586,0.01,0.63,0.25
P-2587,0.01,0.52,0.07
P-2588,0.01,0.35,0.23
P-2589,0.05,0.47,0.36
P-2590,0.01,0.69,0.35
P-2591,0.01,0.55,0.37
P-2592,0.01,0.41,0.37
P-2593,0.01,0.53,0.12
P-2594,0.01,0.38,0.09
P-2595,0.01,0.66,0.49
P-2596,0.01,0.53,0.05
P-2597,0.01,0.64,0.44
P-2598,0.01,0.41,0.01
P-2599,0.01,0.48,0.01
P-2600,0.01,0.63,0.21
P-2601,0.01,0.49,0.05
P-2602,0.01,0.61,0.27
P-2603,0.01,0.57,0.35
P-2604,0.01,0.46,0.18
P-2605,0.01,0.52,0.23
P-2606,0.01,0.39,0.23
P-2607,0.01,0.37,0.04
P-2608,0.01,0.50,0.20
P-2609,0.01,0.74,0.35
P-2610,0.02,0.47,0.44
P-2611,0.01,0.63,0.26
P-2612,0.01,0.53,0.01
P-2613,0.01,0.75,0.19
P-2614,0.01,0.69,0.38
P-2615,0.01,0.47,0.17
P-2616,0.01,0.60,0.43
P-2617,0.01,0.66,0.32
P-2618,0.01,0.37,0.27
P-2619,0.01,0.55,0.36
P-2620,0.01,0.77,0.39
P-2621,0.01,0.44,0.19
P-2622,0.01,0.51,0.30
P-2623,0.01,0.55,0.07
P-2624,0.01,0.50,0.26
P-2625,0.01,0.62,0.38
P-2626,0.01,0.61,0.29
P-2627,0.01,0.46,0.36
P-2628,0.01,0.50,0.21
P-2629,0.01,0.35,0.29
P-2630,0.01,0.55,0.18
P-2631,0.01,0.27,0.13
P-2632,0.01,0.33,0.01
P-2633,0.01,0.52,0.41
P-2634,0.01,0.57,0.02
P-2635,0.01,0.33,0.10
P-2636,0.01,0.22,0.09
P-2637,0.01,0.25,0.03
P-2638,0.01,0.54,0.15
P-2639,0.01,0.53,0.14
P-2640,0.01,0.54,0.25
P-2641,0.01,0.56,0.04
P-2642,0.01,0.35,0.01
P-2643,0.01,0.61,0.29
P-2644,0.01,0.71,0.35
P-2645,0.01,0.42,0.02
P-2646,0.01,0.51,0.32
P-2647,0.01,0.44,0.01
P-2648,0.01,0.46,0.05
P-2649,0.01,0.56,0.33
P-2650,0.01,0.60,0.37
P-2651,0.01,0.48,0.26
P-2652,0.01,0.37,0.18
P-2653,0.01,0.61,0.19
P-2654,0.01,0.55,0.16
P-2655,0.01,0.60,0.21
P-2656,0.01,0.56,0.27
P-2657,0.01,0.74,0.16
P-2658,0.01,0.53,0.48
P-2659,0.01,0.48,0.26
P-2660,0.01,0.49,0.24
P-2661,0.01,0.49,0.14
P-2662,0.01,0.47,0.13
P-2663,0.01,0.46,0.27
P-2664,0.01,0.74,0.11
P-2665,0.02,0.54,0.37
P-2666,0.01,0.44,0.14
P-2667,0.01,0.58,0.28
P-2668,0.01,0.22,0.01
P-2669,0.01,0.55,0.28
P-2670,0.01,0.50,0.10
P-2671,0.01,0.57,0.07
P-2672,0.01,0.70,0.32
P-2673,0.01,0.51,0.17
P-2674,0.01,0.37,0.07
P-2675,0.01,0.52,0.09
P-2676,0.01,0.48,0.01
P-2677,0.01,0.53,0.33
P-2678,0.01,0.50,0.40
P-2679,0.01,0.34,0.20
P-2680,0.01,0.46,0.01
P-2681,0.01,0.43,0.37
P-2682,0.01,0.32,0.01
P-2683,0.01,0.70,0.38
P-2684,0.01,0.59,0.07
P-2685,0.01,0.67,0.56
P-2686,0.01,0.59,0.50
P-2687,0.01,0.83,0.47
P-2688,0.01,0.32,0.04
P-2689,0.01,0.48,0.35
P-2690,0.01,0.38,0.34
P-2691,0.01,0.25,0.22
P-2692,0.01,0.62,0.12
P-2693,0.01,0.58,0.17
P-2694,0.01,0.71,0.24
P-2695,0.01,0.64,0.13
P-2696,0.01,0.33,0.07
P-2697,0.01,0.70,0.14
P-2698,0.01,0.61,0.15
P-2699,0.01,0.34,0.01
P-2700,0.01,0.43,0.33
P-2701,0.01,0.41,0.21
P-2702,0.01,0.39,0.25
P-2703,0.01,0.60,0.19
P-2704,0.01,0.53,0.24
P-2705,0.01,0.59,0.23
P-2706,0.01,0.35,0.16
P-2707,0.01,0.69,0.10
P-2708,0.01,0.39,0.31
P-2709,0.01,0.66,0.01
P-2710,0.01,0.64,0.24
P-2711,0.01,0.46,0.12
P-2712,0.01,0.25,0.31
P-2713,0.01,0.65,0.11
P-2714,0.01,0.63,0.13
P-2715,0.01,0.39,0.12
P-2716,0.01,0.52,0.01
P-2717,0.01,0.59,0.27
P-2718,0.01,0.47,0.03
P-2719,0.01,0.42,0.15
P-2720,0.01,0.60,0.01
P-2721,0.01,0.33,0.33
P-2722,0.06,0.22,0.16
P-2723,0.01,0.50,0.21
P-2724,0.01,0.61,0.12
P-2725,0.01,0.34,0.01
P-2726,0.01,0.43,0.22
P-2727,0.01,0.41,0.11
P-2728,0.01,0.61,0.13
P-2729,0.01,0.50,0.16
P-2730,0.01,0.54,0.16
P-2731,0.01,0.70,0.32
P-2732,0.01,0.64,0.36
P-2733,0.01,0.51,0.01
P-2734,0.01,0.63,0.02
P-2735,0.01,0.58,0.42
P-2736,0.01,0.60,0.02
P-2737,0.01,0.38,0.35
P-2738,0.01,0.57,0.28
P-2739,0.01,0.45,0.03
P-2740,0.01,0.28,0.19
P-2741,0.01,0.38,0.23
P-2742,0.01,0.47,0.21
P-2743,0.01,0.59,0.04
P-2744,0.01,0.31,0.06
P-2745,0.01,0.39,0.29
P-2746,0.01,0.73,0.25
P-2747,0.01,0.63,0.47
P-2748,0.01,0.51,0.08
P-2749,0.01,0.60,0.01
P-2750,0.01,0.35,0.01
P-2751,0.01,0.70,0.23
P-2752,0.01,0.67,0.42
P-2753,0.01,0.74,0.27
P-2754,0.01,0.53,0.09
P-2755,0.01,0.49,0.01
P-2756,0.01,0.77,0.54
P-2757,0.01,0.46,0.08
P-2758,0.01,0.69,0.34
P-2759,0.01,0.34,0.22
P-2760,0.01,0.57,0.01
P-2761,0.01,0.66,0.15
P-2762,0.01,0.35,0.13
P-2763,0.01,0.63,0.29
P-2764,0.01,0.48,0.09
P-2765,0.01,0.77,0.36
P-2766,0.01,0.40,0.02
P-2767,0.01,0.43,0.07
P-2768,0.01,0.61,0.48
P-2769,0.01,0.56,0.03
P-2770,0.01,0.66,0.33
P-2771,0.01,0.41,0.45
P-2772,0.01,0.61,0.07
P-2773,0.01,0.45,0.16
P-2774,0.01,0.58,0.34
P-2775,0.01,0.54,0.49
P-2776,0.01,0.44,0.23
P-2777,0.01,0.19,0.23
P-2778,0.01,0.56,0.12
P-2779,0.01,0.60,0.38
P-2780,0.01,0.40,0.09
P-2781,0.01,0.49,0.30
P-2782,0.01,0.68,0.33
P-2783,0.01,0.63,0.23
P-2784,0.01,0.44,0.22
P-2785,0.01,0.59,0.19
P-2786,0.01,0.31,0.03
P-2787,0.01,0.57,0.01
P-2788,0.01,0.41,0.01
P-2789,0.01,0.72,0.36
P-2790,0.01,0.44,0.01
P-2791,0.01,0.31,0.08
P-2792,0.01,0.48,0.43
P-2793,0.01,0.84,0.32
P-2794,0.01,0.57,0.25
P-2795,0.01,0.83,0.34
P-2796,0.01,0.67,0.24
P-2797,0.01,0.40,0.24
P-2798,0.01,0.33,0.09
P-2799,0.01,0.47,0.04
P-2800,0.01,0.57,0.09
P-2801,0.01,0.26,0.31
P-2802,0.01,0.52,0.19
P-2803,0.01,0.53,0.01
P-2804,0.01,0.50,0.22
P-2805,0.01,0.58,0.30
P-2806,0.01,0.53,0.01
P-2807,0.01,0.56,0.34
P-2808,0.01,0.63,0.30
P-2809,0.01,0.57,0.55
P-2810,0.01,0.46,0.40
P-2811,0.01,0.37,0.13
P-2812,0.01,0.61,0.38
P-2813,0.01,0.27,0.02
P-2814,0.01,0.29,0.29
P-2815,0.01,0.43,0.30
P-2816,0.01,0.64,0.18
P-2817,0.01,0.48,0.02
P-2818,0.01,0.61,0.23
P-2819,0.01,0.53,0.16
P-2820,0.01,0.66,0.42
P-2821,0.01,0.51,0.25
P-2822,0.01,0.46,0.38
P-2823,0.01,0.30,0.01
P-2824,0.01,0.73,0.17
P-2825,0.01,0.52,0.14
P-2826,0.01,0.37,0.07
P-2827,0.01,0.66,0.22
P-2828,0.01,0.45,0.15
P-2829,0.01,0.48,0.10
P-2830,0.01,0.84,0.61
P-2831,0.01,0.66,0.02
P-2832,0.01,0.71,0.25
P-2833,0.01,0.39,0.17
P-2834,0.01,0.51,0.01
P-2835,0.01,0.40,0.27
P-2836,0.01,0.61,0.13
P-2837,0.01,0.45,0.01
P-2838,0.01,0.57,0.13
P-2839,0.01,0.58,0.22
P-2840,0.01,0.56,0.39
P-2841,0.01,0.38,0.26
P-2842,0.01,0.63,0.25
P-2843,0.01,0.64,0.39
P-2844,0.01,0.50,0.17
P-2845,0.01,0.47,0.01
P-2846,0.01,0.75,0.41
P-2847,0.01,0.37,0.01
P-2848,0.01,0.54,0.25
P-2849,0.01,0.26,0.19
P-2850,0.01,0.64,0.12
P-2851,0.01,0.59,0.10
P-2852,0.01,0.63,0.44
P-2853,0.01,0.62,0.22
P-2854,0.01,0.67,0.19
P-2855,0.01,0.29,0.10
P-2856,0.01,0.21,0.01
P-2857,0.01,0.49,0.11
P-2858,0.01,0.47,0.27
P-2859,0.01,0.82,0.44
P-2860,0.01,0.53,0.20
P-2861,0.01,0.46,0.12
P-2862,0.01,0.55,0.04
P-2863,0.01,0.49,0.08
P-2864,0.01,0.41,0.38
P-2865,0.01,0.23,0.01
P-2866,0.01,0.68,0.35
P-2867,0.01,0.60,0.23
P-2868,0.01,0.75,0.31
P-2869,0.14,0.21,0.03
P-2870,0.01,0.29,0.04
P-2871,0.01,0.55,0.09
P-2872,0.01,0.34,0.17
P-2873,0.01,0.29,0.09
P-2874,0.01,0.43,0.12
P-2875,0.01,0.50,0.25
P-2876,0.01,0.58,0.06
P-2877,0.01,0.58,0.25
P-2878,0.01,0.66,0.29
P-2879,0.01,0.47,0.22
P-2880,0.01,0.47,0.14
P-2881,0.01,0.27,0.14
P-2882,0.01,0.72,0.22
P-2883,0.01,0.45,0.06
P-2884,0.01,0.65,0.03
P-2885,0.01,0.38,0.27
P-2886,0.01,0.21,0.06
P-2887,0.01,0.57,0.14
P-2888,0.01,0.45,0.51
P-2889,0.01,0.38,0.12
P-2890,0.01,0.66,0.21
P-2891,0.01,0.33,0.01
P-2892,0.01,0.64,0.16
P-2893,0.01,0.47,0.28
P-2894,0.01,0.23,0.01
P-2895,0.01,0.54,0.52
P-2896,0.01,0.64,0.54
P-2897,0.01,0.40,0.35
P-2898,0.01,0.29,0.08
P-2899,0.01,0.67,0.35
P-2900,0.01,0.60,0.23
P-2901,0.01,0.76,0.39
P-2902,0.01,0.57,0.17
P-2903,0.01,0.63,0.32
P-2904,0.01,0.35,0.11
P-2905,0.01,0.40,0.23
P-2906,0.01,0.54,0.16
P-2907,0.01,0.39,0.01
P-2908,0.01,0.46,0.17
P-2909,0.01,0.52,0.17
P-2910,0.01,0.72,0.58
P-2911,0.01,0.39,0.09
P-2912,0.01,0.40,0.15
P-2913,0.01,0.52,0.24
P-2914,0.01,0.46,0.51
P-2915,0.01,0.67,0.33
P-2916,0.01,0.59,0.31
P-2917,0.01,0.53,0.08
P-2918,0.01,0.44,0.17
P-2919,0.01,0.63,0.19
P-2920,0.01,0.44,0.20
P-2921,0.01,0.57,0.12
P-2922,0.01,0.40,0.12
P-2923,0.01,0.55,0.01
P-2924,0.01,0.55,0.25
P-2925,0.01,0.24,0.01
P-2926,0.01,0.44,0.08
P-2927,0.01,0.35,0.18
P-2928,0.01,0.54,0.01
P-2929,0.01,0.64,0.01
P-2930,0.01,0.53,0.42
P-2931,0.01,0.44,0.38
P-2932,0.01,0.49,0.38
P-2933,0.01,0.64,0.16
P-2934,0.01,0.49,0.02
P-2935,0.01,0.30,0.01
P-2936,0.01,0.48,0.09
P-2937,0.01,0.71,0.13
P-2938,0.01,0.67,0.23
P-2939,0.01,0.25,0.18
P-2940,0.01,0.59,0.43
P-2941,0.01,0.59,0.23
P-2942,0.01,0.41,0.01
P-2943,0.01,0.87,0.12
P-2944,0.01,0.51,0.39
P-2945,0.01,0.49,0.48
P-2946,0.01,0.53,0.21
P-2947,0.01,0.45,0.01
P-2948,0.01,0.43,0.16
P-2949,0.01,0.63,0.28
P-2950,0.01,0.28,0.03
P-2951,0.01,0.54,0.34
P-2952,0.01,0.52,0.32
P-2953,0.01,0.45,0.17
P-2954,0.01,0.51,0.07
P-2955,0.01,0.56,0.35
P-2956,0.01,0.70,0.25
P-2957,0.01,0.56,0.19
P-2958,0.01,0.57,0.20
P-2959,0.01,0.72,0.19
P-2960,0.01,0.59,0.01
P-2961,0.01,0.51,0.07
P-2962,0.01,0.54,0.23
P-2963,0.01,0.32,0.04
P-2964,0.01,0.31,0.15
P-2965,0.01,0.63,0.26
P-2966,0.01,0.42,0.19
P-2967,0.02,0.26,0.23
P-2968,0.01,0.48,0.37
P-2969,0.01,0.55,0.12
P-2970,0.01,0.41,0.28
P-2971,0.01,0.50,0.21
P-2972,0.01,0.67,0.31
P-2973,0.01,0.59,0.13
P-2974,0.07,0.27,0.01
P-2975,0.01,0.39,0.10
P-2976,0.01,0.56,0.26
P-2977,0.01,0.39,0.28
P-2978,0.01,0.64,0.11
P-2979,0.01,0.67,0.30
P-2980,0.01,0.49,0.28
P-2981,0.01,0.67,0.51
P-2982,0.01,0.63,0.15
P-2983,0.01,0.60,0.29
P-2984,0.01,0.78,0.09
P-2985,0.01,0.52,0.22
P-2986,0.01,0.39,0.21
P-2987,0.01,0.71,0.42
P-2988,0.01,0.51,0.30
P-2989,0.01,0.68,0.17
P-2990,0.01,0.58,0.28
P-2991,0.01,0.71,0.14
P-2992,0.01,0.34,0.30
P-2993,0.01,0.46,0.27
P-2994,0.01,0.48,0.13
P-2995,0.01,0.15,0.08
P-2996,0.01,0.27,0.22
P-2997,0.01,0.68,0.30
P-2998,0.01,0.48,0.03
P-2999,0.01,0.23,0.01
P-3000,0.01,0.40,0.01
P-3001,0.01,0.16,0.01
P-3002,0.01,0.50,0.18
P-3003,0.01,0.47,0.03
P-3004,0.01,0.36,0.08
P-3005,0.01,0.54,0.29
P-3006,0.01,0.34,0.10
P-3007,0.01,0.65,0.23
P-3008,0.01,0.64,0.27
P-3009,0.01,0.55,0.18
P-3010,0.01,0.42,0.42
P-3011,0.01,0.41,0.07
P-3012,0.01,0.43,0.21
P-3013,0.01,0.77,0.17
P-3014,0.01,0.60,0.50
P-3015,0.01,0.29,0.29
P-3016,0.01,0.25,0.01
P-3017,0.01,0.54,0.23
P-3018,0.01,0.56,0.34
P-3019,0.01,0.47,0.33
P-3020,0.01,0.65,0.20
P-3021,0.01,0.62,0.39
P-3022,0.02,0.32,0.24
P-3023,0.01,0.18,0.32
P-3024,0.01,0.49,0.19
P-3025,0.01,0.62,0.11
P-3026,0.01,0.58,0.25
P-3027,0.01,0.61,0.06
P-3028,0.01,0.49,0.12
P-3029,0.01,0.55,0.01
P-3030,0.01,0.55,0.26
P-3031,0.01,0.62,0.21
P-3032,0.01,0.35,0.15
P-3033,0.01,0.36,0.08
P-3034,0.01,0.74,0.16
P-3035,0.01,0.49,0.59
P-3036,0.01,0.43,0.01
P-3037,0.01,0.34,0.16
P-3038,0.01,0.41,0.34
P-3039,0.01,0.61,0.33
P-3040,0.01,0.33,0.11
P-3041,0.01,0.29,0.25
P-3042,0.01,0.57,0.01
P-3043,0.01,0.52,0.28
P-3044,0.01,0.65,0.04
P-3045,0.01,0.64,0.25
P-3046,0.01,0.46,0.16
P-3047,0.01,0.57,0.16
P-3048,0.01,0.45,0.44
P-3049,0.01,0.44,0.17
P-3050,0.01,0.41,0.36
P-3051,0.01,0.45,0.16
P-3052,0.01,0.48,0.20
P-3053,0.01,0.41,0.10
P-3054,0.01,0.67,0.33
P-3055,0.04,0.10,0.12
P-3056,0.01,0.50,0.15
P-3057,0.01,0.42,0.12
P-3058,0.01,0.48,0.39
P-3059,0.01,0.53,0.16
P-3060,0.01,0.56,0.16
P-3061,0.01,0.44,0.09
P-3062,0.01,0.44,0.01
P-3063,0.01,0.38,0.31
P-3064,0.01,0.37,0.02
P-3065,0.01,0.35,0.14
P-3066,0.01,0.49,0.21
P-3067,0.01,0.61,0.12
P-3068,0.01,0.71,0.39
P-3069,0.01,0.77,0.29
P-3070,0.01,0.29,0.19
P-3071,0.01,0.45,0.18
P-3072,0.01,0.47,0.35
P-3073,0.01,0.71,0.32
P-3074,0.01,0.52,0.05
P-3075,0.01,0.69,0.25
P-3076,0.01,0.70,0.21
P-3077,0.01,0.40,0.11
P-3078,0.01,0.53,0.17
P-3079,0.01,0.60,0.27
P-3080,0.01,0.63,0.19
P-3081,0.01,0.55,0.01
P-3082,0.01,0.62,0.46
P-3083,0.01,0.50,0.07
P-3084,0.01,0.65,0.34
P-3085,0.01,0.26,0.13
P-3086,0.01,0.31,0.06
P-3087,0.01,0.35,0.20
P-3088,0.01,0.44,0.01
P-3089,0.01,0.64,0.20
P-3090,0.01,0.78,0.19
P-3091,0.01,0.19,0.05
P-3092,0.01,0.61,0.10
P-3093,0.01,0.62,0.10
P-3094,0.01,0.38,0.12
P-3095,0.01,0.40,0.01
P-3096,0.01,0.50,0.42
P-3097,0.01,0.67,0.09
P-3098,0.01,0.70,0.14
P-3099,0.01,0.71,0.27
P-3100,0.01,0.52,0.18
P-3101,0.01,0.41,0.18
P-3102,0.01,0.39,0.01
P-3103,0.01,0.58,0.20
P-3104,0.01,0.45,0.01
P-3105,0.01,0.71,0.04
P-3106,0.01,0.55,0.48
P-3107,0.01,0.62,0.14
P-3108,0.01,0.48,0.36
P-3109,0.01,0.52,0.18
P-3110,0.01,0.57,0.20
P-3111,0.01,0.44,0.25
P-3112,0.01,0.37,0.08
P-3113,0.01,0.55,0.09
P-3114,0.01,0.39,0.06
P-3115,0.13,0.28,0.28
P-3116,0.01,0.29,0.07
P-3117,0.01,0.43,0.23
P-3118,0.01,0.25,0.27
P-3119,0.01,0.33,0.33
P-3120,0.01,0.30,0.20
P-3121,0.01,0.46,0.15
P-3122,0.01,0.42,0.15
P-3123,0.01,0.63,0.16
P-3124,0.01,0.57,0.30
P-3125,0.01,0.35,0.50
P-3126,0.01,0.56,0.35
P-3127,0.01,0.48,0.35
P-3128,0.01,0.40,0.25
P-3129,0.01,0.44,0.40
P-3130,0.01,0.82,0.13
P-3131,0.01,0.43,0.15
P-3132,0.01,0.39,0.17
P-3133,0.01,0.42,0.29
P-3134,0.01,0.39,0.15
P-3135,0.01,0.37,0.21
P-3136,0.01,0.46,0.25
P-3137,0.01,0.45,0.07
P-3138,0.01,0.48,0.19
P-3139,0.01,0.48,0.22
P-3140,0.01,0.50,0.01
P-3141,0.01,0.48,0.16
P-3142,0.01,0.67,0.29
P-3143,0.01,0.66,0.22
P-3144,0.01,0.55,0.12
P-3145,0.01,0.64,0.18
P-3146,0.01,0.49,0.12
P-3147,0.01,0.78,0.23
P-3148,0.01,0.66,0.25
P-3149,0.01,0.63,0.07
P-3150,0.01,0.51,0.21
P-3151,0.01,0.41,0.14
P-3152,0.01,0.39,0.13
P-3153,0.01,0.46,0.26
P-3154,0.01,0.66,0.33
P-3155,0.01,0.61,0.32
P-3156,0.01,0.51,0.26
P-3157,0.01,0.64,0.23
P-3158,0.01,0.49,0.03
P-3159,0.01,0.34,0.14
P-3160,0.01,0.41,0.31
P-3161,0.01,0.38,0.01
P-3162,0.01,0.38,0.01
P-3163,0.01,0.47,0.23
P-3164,0.01,0.25,0.23
P-3165,0.01,0.41,0.32
P-3166,0.01,0.59,0.37
P-3167,0.01,0.53,0.16
P-3168,0.01,0.41,0.24
P-3169,0.01,0.47,0.21
P-3170,0.01,0.44,0.11
P-3171,0.01,0.42,0.20
P-3172,0.01,0.55,0.04
P-3173,0.01,0.52,0.31
P-3174,0.01,0.43,0.01
P-3175,0.01,0.54,0.54
P-3176,0.01,0.57,0.38
P-3177,0.01,0.65,0.14
P-3178,0.01,0.48,0.21
P-3179,0.01,0.51,0.03
P-3180,0.01,0.63,0.29
P-3181,0.01,0.44,0.35
P-3182,0.01,0.29,0.01
P-3183,0.01,0.64,0.24
P-3184,0.01,0.58,0.23
P-3185,0.01,0.39,0.20
P-3186,0.01,0.48,0.14
P-3187,0.01,0.77,0.20
P-3188,0.01,0.38,0.08
P-3189,0.01,0.70,0.30
P-3190,0.01,0.34,0.25
P-3191,0.01,0.52,0.16
P-3192,0.01,0.55,0.23
P-3193,0.01,0.50,0.07
P-3194,0.01,0.61,0.27
P-3195,0.01,0.65,0.19
P-3196,0.01,0.51,0.16
P-3197,0.01,0.41,0.10
P-3198,0.01,0.26,0.05
P-3199,0.01,0.60,0.27
P-3200,0.01,0.61,0.38
P-3201,0.01,0.34,0.13
P-3202,0.01,0.30,0.23
P-3203,0.01,0.48,0.06
P-3204,0.01,0.46,0.01
P-3205,0.01,0.46,0.38
P-3206,0.01,0.47,0.01
P-3207,0.01,0.19,0.22
P-3208,0.01,0.46,0.26
P-3209,0.01,0.55,0.20
P-3210,0.01,0.46,0.21
P-3211,0.01,0.44,0.43
P-3212,0.01,0.43,0.28
P-3213,0.01,0.28,0.23
P-3214,0.01,0.64,0.47
P-3215,0.01,0.52,0.18
P-3216,0.01,0.34,0.28
P-3217,0.01,0.39,0.02
P-3218,0.01,0.72,0.28
P-3219,0.01,0.46,0.37
P-3220,0.01,0.37,0.08
P-3221,0.01,0.57,0.27
P-3222,0.01,0.61,0.31
P-3223,0.01,0.51,0.13
P-3224,0.01,0.45,0.35
P-3225,0.01,0.58,0.05
P-3226,0.01,0.50,0.20
P-3227,0.01,0.70,0.57
P-3228,0.01,0.51,0.07
P-3229,0.01,0.46,0.14
P-3230,0.01,0.40,0.26
P-3231,0.01,0.66,0.01
P-3232,0.01,0.55,0.33
P-3233,0.01,0.61,0.15
P-3234,0.01,0.28,0.02
P-3235,0.01,0.54,0.15
P-3236,0.01,0.58,0.38
P-3237,0.01,0.51,0.38
P-3238,0.01,0.69,0.31
P-3239,0.01,0.52,0.21
P-3240,0.01,0.52,0.19
P-3241,0.01,0.49,0.36
P-3242,0.01,0.59,0.39
P-3243,0.01,0.62,0.32
P-3244,0.01,0.37,0.22
P-3245,0.01,0.28,0.01
P-3246,0.01,0.62,0.33
P-3247,0.01,0.57,0.28
P-3248,0.01,0.12,0.01
P-3249,0.01,0.54,0.15
P-3250,0.01,0.57,0.24
P-3251,0.01,0.58,0.01
P-3252,0.01,0.43,0.04
P-3253,0.01,0.58,0.11
P-3254,0.01,0.40,0.15
P-3255,0.01,0.57,0.16
P-3256,0.01,0.69,0.38
P-3257,0.01,0.73,0.27
P-3258,0.01,0.46,0.28
P-3259,0.01,0.60,0.27
P-3260,0.01,0.76,0.28
P-3261,0.01,0.23,0.35
P-3262,0.01,0.33,0.25
P-3263,0.01,0.59,0.04
P-3264,0.01,0.46,0.33
P-3265,0.01,0.55,0.15
P-3266,0.01,0.54,0.17
P-3267,0.01,0.43,0.01
P-3268,0.01,0.32,0.01
P-3269,0.01,0.39,0.27
P-3270,0.01,0.40,0.16
P-3271,0.01,0.35,0.01
P-3272,0.01,0.49,0.05
P-3273,0.01,0.53,0.41
P-3274,0.01,0.55,0.15
P-3275,0.01,0.77,0.48
P-3276,0.01,0.48,0.30
P-3277,0.01,0.43,0.03
P-3278,0.01,0.33,0.12
P-3279,0.01,0.58,0.10
P-3280,0.01,0.51,0.11
P-3281,0.01,0.27,0.14
P-3282,0.01,0.65,0.29
P-3283,0.01,0.65,0.03
P-3284,0.01,0.51,0.01
P-3285,0.01,0.31,0.01
P-3286,0.01,0.56,0.06
P-3287,0.01,0.58,0.33
P-3288,0.01,0.36,0.09
