id,background_type,crest_vision_holder,O,C,E,A,N,DT,NFC,SM,status,ch_id,dorm,grade,mana_color,major,vocation,noble_house,race,origin
P-2688,common_noble,false,0.43,0.67,0.50,0.23,0.64,0.42,0.29,0.50,uninstantiated,,녹탑 기숙사,3학년,녹,정령계약학파,마법사,,,
P-2689,common_noble,false,0.69,0.39,0.58,0.63,0.35,0.50,0.53,0.35,uninstantiated,,기사동,1학년,황,검창전술과,기사,,,
P-2690,common_noble,false,0.62,0.35,0.66,0.64,0.51,0.08,0.34,0.39,uninstantiated,,황탑 기숙사,1학년,황,공성진동학파,마법사,,,
P-2691,common_noble,false,0.20,0.69,0.67,0.78,0.57,0.04,0.29,0.40,uninstantiated,,황탑 기숙사,1학년,황,군진선도학파,마법사,,,
P-2692,foreigner,false,0.87,0.57,0.26,0.81,0.52,0.01,0.82,0.40,uninstantiated,,황탑 기숙사,3학년,황,공성진동학파,마법사,,,NOR-스카르벨권
P-2693,nonhuman,false,0.63,0.70,0.34,0.53,0.27,0.19,0.60,0.27,uninstantiated,,자탑 기숙사,2학년,자,전심학파,마법사,,아쿠아틱,
P-2694,common_noble,false,0.99,0.68,0.62,0.54,0.70,0.27,0.62,0.46,uninstantiated,,적탑 기숙사,4학년,적,연기전술학파,마법사,,,
P-2695,foreigner,false,0.78,0.68,0.26,0.68,0.37,0.35,0.49,0.44,uninstantiated,,기사동,4학년,황,기동타격과,기사,,,ARC-인접왕국권
P-2696,common_noble,false,0.51,0.61,0.53,0.50,0.78,0.53,0.18,0.60,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-2697,common_noble,false,0.90,0.74,0.40,0.48,0.53,0.34,0.52,0.35,uninstantiated,,기사동,3학년,황,궁노사격과,기사,,,
P-2698,common_noble,false,0.76,0.68,0.38,0.53,0.44,0.27,0.63,0.36,uninstantiated,,자탑 기숙사,4학년,자,심상환영학파,마법사,,,
P-2699,common_noble,false,0.55,0.68,0.41,0.50,0.93,0.44,0.56,0.46,uninstantiated,,기사동,3학년,녹,기동타격과,기사,,,
P-2700,common_noble,false,0.59,0.36,0.50,0.46,0.18,0.21,0.40,0.39,uninstantiated,,백탑 기숙사,1학년,백,순백응급학파,마법사,,,
P-2701,nonhuman,false,0.69,0.48,0.67,0.50,0.77,0.57,0.68,0.24,uninstantiated,,신전동군,4학년,청,Lusenia 신전과,사제,,고블린,
P-2702,nonhuman,false,0.48,0.62,0.68,0.67,0.60,0.13,0.37,0.47,uninstantiated,,자탑 기숙사,3학년,자,전심학파,마법사,,고블린,
P-2703,common_noble,false,0.89,0.59,0.55,0.52,0.70,0.48,0.58,0.57,uninstantiated,,청탑 기숙사,연구과정,청,방벽수호학파,마법사,,,
P-2704,common_noble,false,0.56,0.82,0.66,0.75,0.61,0.38,0.42,0.48,uninstantiated,,황탑 기숙사,1학년,황,관성조율학파,마법사,,,
P-2705,common_noble,false,0.81,0.61,0.55,0.47,0.54,0.37,0.73,0.41,uninstantiated,,신전동군,1학년,자,Enosian 신전과,사제,,,
P-2706,nonhuman,false,0.68,0.32,0.43,0.69,0.65,0.31,0.71,0.18,uninstantiated,,적탑 기숙사,3학년,적,화염포격학파,마법사,,고블린,
P-2707,common_noble,false,0.81,0.84,0.36,0.59,0.52,0.24,0.45,0.33,uninstantiated,,기사동,4학년,청,궁노사격과,기사,,,
P-2708,common_noble,false,0.34,0.65,0.61,0.89,0.36,0.01,0.40,0.63,uninstantiated,,기사동,1학년,청,방패호위과,기사,,,
P-2709,common_noble,false,0.76,0.91,0.34,0.48,0.62,0.27,0.81,0.11,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,
P-2710,foreigner,false,0.85,0.55,0.37,0.62,0.33,0.20,0.45,0.39,uninstantiated,,녹탑 기숙사,4학년,녹,정령계약학파,마법사,,,ARC-인접왕국권
P-2711,common_noble,false,0.45,0.71,0.31,0.50,0.25,0.20,0.57,0.27,uninstantiated,,자탑 기숙사,2학년,자,심상환영학파,마법사,,,
P-2712,common_noble,false,0.42,0.28,0.60,0.55,0.37,0.50,0.50,0.37,uninstantiated,,청탑 기숙사,2학년,청,구속연쇄학파,마법사,,,
P-2713,common_noble,false,0.74,0.89,0.47,0.64,0.65,0.18,0.66,0.38,uninstantiated,,녹탑 기숙사,2학년,녹,균사전장학파,마법사,,,
P-2714,nonhuman,false,0.82,0.77,0.49,0.56,0.68,0.10,0.71,0.43,uninstantiated,,기사동,4학년,적,검창전술과,기사,,고블린,
P-2715,common_noble,false,0.63,0.58,0.59,0.53,0.83,0.38,0.69,0.42,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-2716,common_noble,false,0.76,0.62,0.20,0.65,0.65,0.23,0.81,0.13,uninstantiated,,적탑 기숙사,4학년,적,폭연연성학파,마법사,,,
P-2717,common_noble,false,0.70,0.75,0.66,0.71,0.60,0.25,0.60,0.22,uninstantiated,,청탑 기숙사,4학년,청,결속조형학파,마법사,,,
P-2718,common_noble,false,0.89,0.43,0.37,0.37,0.80,0.48,0.46,0.35,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,,
P-2719,common_noble,false,0.63,0.51,0.43,0.74,0.61,0.41,0.37,0.30,uninstantiated,,기사동,4학년,황,검창전술과,기사,,,
P-2720,common_noble,false,0.81,0.88,0.03,0.48,0.80,0.06,0.75,0.38,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-2721,common_noble,false,0.60,0.28,0.66,0.68,0.55,0.40,0.24,0.76,uninstantiated,,황탑 기숙사,연구과정,황,공성진동학파,마법사,,,
P-2722,common_noble,false,0.55,0.26,0.56,0.36,0.67,0.73,0.31,0.67,uninstantiated,,청탑 기숙사,1학년,청,결속조형학파,마법사,,,
P-2723,common_noble,false,0.66,0.66,0.61,0.73,0.69,0.01,0.55,0.29,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-2724,common_noble,false,0.83,0.61,0.31,0.56,0.48,0.27,0.55,0.43,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2725,common_noble,false,0.49,0.70,0.48,0.64,0.86,0.22,0.47,0.41,uninstantiated,,적탑 기숙사,1학년,적,폭연연성학파,마법사,,,
P-2726,common_noble,false,0.55,0.63,0.63,0.56,0.60,0.28,0.81,0.52,uninstantiated,,백탑 기숙사,2학년,백,역서명파쇄학파,마법사,,,
P-2727,common_noble,false,0.43,0.76,0.46,0.75,0.59,0.05,0.46,0.28,uninstantiated,,기사동,3학년,청,중장돌격과,기사,,,
P-2728,common_noble,false,0.62,0.83,0.36,0.60,0.37,0.13,0.55,0.52,uninstantiated,,기사동,2학년,청,대마전투과,기사,,,
P-2729,common_noble,false,0.69,0.44,0.22,0.62,0.26,0.49,0.66,0.36,uninstantiated,,청탑 기숙사,4학년,청,결속조형학파,마법사,,,
P-2730,common_noble,false,0.80,0.65,0.57,0.79,0.85,0.07,0.61,0.42,uninstantiated,,녹탑 기숙사,2학년,녹,정령계약학파,마법사,,,
P-2731,common_noble,false,0.99,0.57,0.66,0.42,0.54,0.21,0.86,0.28,uninstantiated,,기사동,2학년,청,방패호위과,기사,,,
P-2732,common_noble,false,0.99,0.50,0.79,0.39,0.67,0.27,0.66,0.62,uninstantiated,,청탑 기숙사,2학년,청,구속연쇄학파,마법사,,,
P-2733,common_noble,false,0.80,0.50,0.03,0.60,0.52,0.48,0.52,0.20,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,,
P-2734,common_noble,false,0.78,0.77,0.23,0.59,0.54,0.12,0.40,0.35,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2735,common_noble,false,0.64,0.70,0.85,0.55,0.45,0.31,0.38,0.58,uninstantiated,,자탑 기숙사,1학년,자,심상환영학파,마법사,,,
P-2736,common_noble,false,0.75,0.82,0.34,0.52,0.65,0.18,0.38,0.31,uninstantiated,,신전동군,4학년,황,Calision 신전과,사제,,,
P-2737,common_noble,false,0.40,0.55,0.69,0.59,0.32,0.16,0.49,0.48,uninstantiated,,신전동군,2학년,적,Calision 신전과,사제,,,
P-2738,common_noble,false,0.90,0.49,0.61,0.94,0.76,0.19,0.43,0.59,uninstantiated,,자탑 기숙사,2학년,자,전심학파,마법사,,,
P-2739,common_noble,false,0.44,0.80,0.30,0.50,0.42,0.59,0.66,0.24,uninstantiated,,청탑 기숙사,2학년,청,구속연쇄학파,마법사,,,
P-2740,common_noble,false,0.26,0.58,0.47,0.78,0.39,0.40,0.37,0.17,uninstantiated,,기사동,3학년,청,검창전술과,기사,,,
P-2741,common_noble,false,0.64,0.51,0.74,0.71,0.88,0.25,0.43,0.52,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-2742,common_noble,false,0.63,0.49,0.41,0.55,0.35,0.38,0.40,0.29,uninstantiated,,녹탑 기숙사,3학년,녹,균사전장학파,마법사,,,
P-2743,common_noble,false,0.85,0.69,0.35,0.58,0.73,0.15,0.69,0.12,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2744,common_noble,false,0.52,0.50,0.40,0.60,0.69,0.07,0.30,0.17,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,,
P-2745,common_noble,false,0.41,0.56,0.54,0.68,0.28,0.38,0.32,0.48,uninstantiated,,기사동,2학년,녹,검창전술과,기사,,,
P-2746,common_noble,false,0.78,0.73,0.27,0.91,0.17,0.16,0.85,0.40,uninstantiated,,기사동,3학년,적,검창전술과,기사,,,
P-2747,common_noble,false,0.65,0.60,0.61,0.81,0.09,0.27,0.66,0.26,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,,
P-2748,common_noble,false,0.58,0.77,0.39,0.70,0.58,0.11,0.51,0.27,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-2749,common_noble,false,0.65,0.85,0.17,0.37,0.38,0.19,0.69,0.40,uninstantiated,,황탑 기숙사,4학년,황,전자유도학파,마법사,,,
P-2750,common_noble,false,0.58,0.54,0.24,0.36,0.66,0.50,0.43,0.16,uninstantiated,,기사동,3학년,적,검창전술과,기사,,,
P-2751,common_noble,false,0.78,0.67,0.25,0.76,0.15,0.12,0.72,0.38,uninstantiated,,백탑 기숙사,1학년,백,순백응급학파,마법사,,,
P-2752,common_noble,false,0.91,0.44,0.61,0.33,0.20,0.32,0.54,0.69,uninstantiated,,황탑 기숙사,1학년,황,전자유도학파,마법사,,,
P-2753,common_noble,false,0.76,0.86,0.48,0.70,0.31,0.01,0.97,0.55,uninstantiated,,기사동,2학년,황,궁노사격과,기사,,,
P-2754,common_noble,false,0.54,0.85,0.41,0.63,0.52,0.20,0.48,0.47,uninstantiated,,청탑 기숙사,4학년,청,결속조형학파,마법사,,,
P-2755,common_noble,false,0.70,0.63,0.14,0.82,0.65,0.30,0.74,0.01,uninstantiated,,기사동,4학년,청,검창전술과,기사,,,
P-2756,common_noble,false,0.75,0.73,0.73,0.79,0.08,0.01,0.69,0.86,uninstantiated,,녹탑 기숙사,2학년,녹,약리전술학파,마법사,,,
P-2757,foreigner,false,0.78,0.48,0.38,0.56,0.70,0.44,0.62,0.43,uninstantiated,,황탑 기숙사,2학년,황,관성조율학파,마법사,,,ARC-원거리소국권
P-2758,nonhuman,false,0.99,0.58,0.71,0.48,0.60,0.43,0.77,0.86,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,엘프,
P-2759,common_noble,false,0.42,0.55,0.57,0.49,0.43,0.46,0.57,0.29,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,,
P-2760,common_noble,false,0.67,0.83,0.25,0.65,0.62,0.30,0.48,0.01,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2761,common_noble,false,0.99,0.52,0.34,0.56,0.55,0.18,0.79,0.38,uninstantiated,,백탑 기숙사,4학년,백,광휘정화학파,마법사,,,
P-2762,common_noble,false,0.33,0.61,0.34,0.25,0.15,0.09,0.65,0.28,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-2763,common_noble,false,0.69,0.60,0.35,0.67,0.10,0.05,0.58,0.53,uninstantiated,,흑탑 기숙사,4학년,흑,침식주술학파,마법사,,,
P-2764,common_noble,false,0.63,0.72,0.50,0.44,0.68,0.48,0.53,0.48,uninstantiated,,기사동,2학년,청,지휘참모과,기사,,,
P-2765,common_noble,false,0.94,0.84,0.84,0.63,0.69,0.20,0.67,0.52,uninstantiated,,자탑 기숙사,3학년,자,심상환영학파,마법사,,,
P-2766,common_noble,false,0.59,0.56,0.26,0.64,0.58,0.15,0.43,0.25,uninstantiated,,청탑 기숙사,2학년,청,방벽수호학파,마법사,,,
P-2767,common_noble,false,0.74,0.50,0.40,0.79,0.83,0.01,0.72,0.41,uninstantiated,,청탑 기숙사,4학년,청,방벽수호학파,마법사,,,
P-2768,nonhuman,false,0.74,0.63,0.91,0.69,0.52,0.56,0.48,0.56,uninstantiated,,흑탑 기숙사,3학년,흑,침식주술학파,마법사,,아쿠아틱,
P-2769,common_noble,false,0.70,0.78,0.37,0.36,0.59,0.44,0.46,0.24,uninstantiated,,적탑 기숙사,3학년,적,화염포격학파,마법사,,,
P-2770,common_noble,false,0.62,0.82,0.58,0.65,0.24,0.26,0.85,0.62,uninstantiated,,적탑 기숙사,4학년,적,화염포격학파,마법사,,,
P-2771,common_noble,false,0.53,0.53,0.99,0.45,0.55,0.61,0.55,0.75,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2772,common_noble,false,0.80,0.64,0.24,0.35,0.38,0.38,0.88,0.47,uninstantiated,,자탑 기숙사,4학년,자,전심학파,마법사,,,
P-2773,common_noble,false,0.51,0.62,0.38,0.42,0.29,0.25,0.43,0.33,uninstantiated,,기사동,1학년,적,기동타격과,기사,,,
P-2774,common_noble,false,0.79,0.50,0.59,0.43,0.34,0.33,0.61,0.19,uninstantiated,,기사동,3학년,청,대마전투과,기사,,,
P-2775,nonhuman,false,0.76,0.34,0.69,0.68,0.25,0.23,0.47,0.57,uninstantiated,,청탑 기숙사,2학년,청,방벽수호학파,마법사,,고블린,
P-2776,common_noble,false,0.74,0.37,0.50,0.53,0.52,0.77,0.52,0.32,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,
P-2777,common_noble,false,0.33,0.40,0.63,0.61,0.57,0.47,0.09,0.40,uninstantiated,,청탑 기숙사,1학년,청,방벽수호학파,마법사,,,
P-2778,common_noble,false,0.59,0.88,0.54,0.43,0.57,0.22,0.67,0.25,uninstantiated,,적탑 기숙사,2학년,적,폭연연성학파,마법사,,,
P-2779,common_noble,false,0.79,0.52,0.63,0.61,0.36,0.35,0.65,0.52,uninstantiated,,백탑 기숙사,연구과정,백,광휘정화학파,마법사,,,
P-2780,common_noble,false,0.57,0.56,0.37,0.55,0.55,0.15,0.46,0.18,uninstantiated,,자탑 기숙사,2학년,자,심상환영학파,마법사,,,
P-2781,common_noble,false,0.64,0.49,0.53,0.62,0.35,0.50,0.47,0.28,uninstantiated,,신전동군,4학년,백,Calision 신전과,사제,,,
P-2782,common_noble,false,0.87,0.70,0.73,0.66,0.62,0.18,0.55,0.68,uninstantiated,,청탑 기숙사,4학년,청,결속조형학파,마법사,,,
P-2783,common_noble,false,0.96,0.42,0.38,0.52,0.41,0.39,0.72,0.29,uninstantiated,,녹탑 기숙사,2학년,녹,약리전술학파,마법사,,,
P-2784,common_noble,false,0.61,0.46,0.43,0.61,0.39,0.44,0.34,0.41,uninstantiated,,기사동,2학년,자,대마전투과,기사,,,
P-2785,common_noble,false,0.75,0.72,0.54,0.82,0.68,0.24,0.67,0.54,uninstantiated,,백탑 기숙사,1학년,백,순백응급학파,마법사,,,
P-2786,common_noble,false,0.48,0.58,0.44,0.37,0.68,0.43,0.67,0.42,uninstantiated,,기사동,1학년,자,병참·군정과,기사,,,
P-2787,common_noble,false,0.80,0.80,0.45,0.63,0.94,0.28,0.79,0.41,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2788,common_noble,false,0.76,0.42,0.19,0.47,0.67,0.36,0.29,0.30,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,
P-2789,common_noble,false,0.71,0.84,0.66,0.55,0.27,0.11,0.61,0.60,uninstantiated,,청탑 기숙사,4학년,청,결속조형학파,마법사,,,
P-2790,common_noble,false,0.46,0.86,0.29,0.55,0.61,0.15,0.55,0.42,uninstantiated,,녹탑 기숙사,3학년,녹,약리전술학파,마법사,,,
P-2791,common_noble,false,0.51,0.53,0.51,0.36,0.70,0.67,0.39,0.39,uninstantiated,,신전동군,3학년,적,봉인신 신전과,사제,,,
P-2792,common_noble,false,0.41,0.70,0.80,0.67,0.28,0.21,0.33,0.28,uninstantiated,,황탑 기숙사,1학년,황,관성조율학파,마법사,,,
P-2793,common_noble,false,0.99,0.87,0.67,0.60,0.54,0.10,0.83,0.42,uninstantiated,,적탑 기숙사,3학년,적,화염포격학파,마법사,,,
P-2794,common_noble,false,0.64,0.63,0.41,0.77,0.29,0.06,0.58,0.52,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-2795,common_noble,false,0.99,0.76,0.60,0.45,0.34,0.43,0.99,0.41,uninstantiated,,황탑 기숙사,2학년,황,공성진동학파,마법사,,,
P-2796,common_noble,false,0.70,0.81,0.48,0.50,0.29,0.31,0.62,0.64,uninstantiated,,녹탑 기숙사,2학년,녹,정령계약학파,마법사,,,
P-2797,common_noble,false,0.66,0.39,0.53,0.66,0.56,0.42,0.62,0.42,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-2798,common_noble,false,0.35,0.62,0.33,0.81,0.46,0.12,0.25,0.32,uninstantiated,,청탑 기숙사,1학년,청,결속조형학파,마법사,,,
P-2799,common_noble,false,0.71,0.49,0.18,0.63,0.48,0.32,0.39,0.46,uninstantiated,,기사동,4학년,적,중장돌격과,기사,,,
P-2800,common_noble,false,0.67,0.63,0.13,0.82,0.29,0.01,0.67,0.29,uninstantiated,,기사동,2학년,황,검창전술과,기사,,,
P-2801,common_noble,false,0.51,0.28,0.66,0.84,0.62,0.29,0.51,0.51,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2802,nonhuman,false,0.64,0.60,0.39,0.63,0.37,0.36,0.42,0.51,uninstantiated,,신전동군,2학년,백,Lusenia 신전과,사제,,리자드포크,
P-2803,common_noble,false,0.81,0.64,0.19,0.68,0.75,0.35,0.58,0.04,uninstantiated,,신전동군,4학년,청,Silvaria 신전과,사제,,,
P-2804,common_noble,false,0.60,0.71,0.62,0.62,0.60,0.13,0.36,0.38,uninstantiated,,적탑 기숙사,3학년,적,화염포격학파,마법사,,,
P-2805,common_noble,false,0.59,0.86,0.83,0.25,0.51,0.28,0.56,0.58,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-2806,common_noble,false,0.62,0.84,0.33,0.36,0.60,0.32,0.67,0.26,uninstantiated,,기사동,3학년,황,궁노사격과,기사,,,
P-2807,common_noble,false,0.65,0.60,0.59,0.63,0.30,0.50,0.52,0.70,uninstantiated,,청탑 기숙사,4학년,청,구속연쇄학파,마법사,,,
P-2808,common_noble,false,0.90,0.58,0.66,0.61,0.64,0.04,0.60,0.26,uninstantiated,,황탑 기숙사,3학년,황,전자유도학파,마법사,,,
P-2809,common_noble,false,0.73,0.43,0.85,0.44,0.21,0.43,0.43,0.39,uninstantiated,,적탑 기숙사,4학년,적,폭연연성학파,마법사,,,
P-2810,common_noble,false,0.51,0.45,0.55,0.53,0.04,0.06,0.41,0.62,uninstantiated,,자탑 기숙사,2학년,자,심상환영학파,마법사,,,
P-2811,common_noble,false,0.56,0.56,0.56,0.45,0.69,0.31,0.67,0.49,uninstantiated,,기사동,1학년,청,중장돌격과,기사,,,
P-2812,common_noble,false,0.65,0.81,0.88,0.41,0.49,0.30,0.62,0.50,uninstantiated,,기사동,4학년,황,궁노사격과,기사,,,
P-2813,common_noble,false,0.41,0.62,0.47,0.43,0.74,0.34,0.25,0.34,uninstantiated,,자탑 기숙사,3학년,자,몽유침잠학파,마법사,,,
P-2814,common_noble,false,0.24,0.50,0.49,0.65,0.15,0.15,0.33,0.53,uninstantiated,,자탑 기숙사,1학년,자,심상환영학파,마법사,,,
P-2815,nonhuman,false,0.63,0.49,0.70,0.60,0.60,0.37,0.28,0.36,uninstantiated,,기사동,3학년,청,지휘참모과,기사,,고블린,
P-2816,common_noble,false,0.78,0.71,0.41,0.78,0.51,0.07,0.51,0.29,uninstantiated,,기사동,1학년,적,방패호위과,기사,,,
P-2817,common_noble,false,0.71,0.60,0.26,0.69,0.66,0.01,0.70,0.31,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-2818,common_noble,false,0.59,0.91,0.65,0.52,0.50,0.36,0.59,0.54,uninstantiated,,자탑 기숙사,4학년,자,전심학파,마법사,,,
P-2819,common_noble,false,0.61,0.81,0.56,0.79,0.70,0.30,0.81,0.21,uninstantiated,,기사동,4학년,청,공성·공병과,기사,,,
P-2820,common_noble,false,0.79,0.50,0.51,0.74,0.13,0.29,0.62,0.51,uninstantiated,,황탑 기숙사,1학년,황,관성조율학파,마법사,,,
P-2821,common_noble,false,0.67,0.52,0.44,0.87,0.43,0.01,0.54,0.40,uninstantiated,,신전동군,3학년,적,Valerion 신전과,사제,,,
P-2822,common_noble,false,0.65,0.37,0.60,0.49,0.25,0.40,0.58,0.57,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2823,common_noble,false,0.52,0.55,0.37,0.51,0.79,0.48,0.06,0.26,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,,
P-2824,common_noble,false,0.81,0.77,0.28,0.60,0.25,0.01,0.72,0.29,uninstantiated,,적탑 기숙사,1학년,적,화염포격학파,마법사,,,
P-2825,common_noble,false,0.75,0.65,0.54,0.82,0.83,0.24,0.55,0.56,uninstantiated,,백탑 기숙사,1학년,백,순백응급학파,마법사,,,
P-2826,nonhuman,false,0.58,0.46,0.30,0.47,0.48,0.32,0.63,0.24,uninstantiated,,기사동,1학년,청,지휘참모과,기사,,비스트킨,
P-2827,common_noble,false,0.86,0.69,0.55,0.60,0.59,0.54,0.78,0.39,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-2828,common_noble,false,0.80,0.33,0.34,0.63,0.55,0.61,0.36,0.15,uninstantiated,,백탑 기숙사,연구과정,백,순백응급학파,마법사,,,
P-2829,common_noble,false,0.81,0.42,0.30,0.65,0.60,0.04,0.69,0.25,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,,
P-2830,common_noble,false,0.66,0.96,0.89,0.68,0.01,0.47,0.72,0.72,uninstantiated,,황탑 기숙사,1학년,황,전자유도학파,마법사,,,
P-2831,common_noble,false,0.63,0.99,0.24,0.61,0.42,0.01,0.53,0.31,uninstantiated,,백탑 기숙사,4학년,백,광휘정화학파,마법사,,,
P-2832,common_noble,false,0.95,0.73,0.67,0.47,0.68,0.50,0.72,0.54,uninstantiated,,황탑 기숙사,1학년,황,관성조율학파,마법사,,,
P-2833,common_noble,false,0.50,0.57,0.48,0.38,0.42,0.51,0.43,0.45,uninstantiated,,기사동,3학년,녹,기마·마수운용과,기사,,,
P-2834,common_noble,false,0.80,0.64,0.31,0.70,0.87,0.11,0.75,0.57,uninstantiated,,기사동,3학년,청,검창전술과,기사,,,
P-2835,common_noble,false,0.61,0.44,0.59,0.62,0.52,0.41,0.51,0.34,uninstantiated,,적탑 기숙사,2학년,적,폭연연성학파,마법사,,,
P-2836,common_noble,false,0.75,0.74,0.37,0.75,0.55,0.14,0.65,0.12,uninstantiated,,기사동,1학년,적,궁노사격과,기사,,,
P-2837,common_noble,false,0.64,0.55,0.01,0.50,0.40,0.31,0.61,0.06,uninstantiated,,적탑 기숙사,4학년,적,화염포격학파,마법사,,,
P-2838,common_noble,false,0.84,0.66,0.55,0.44,0.77,0.42,0.74,0.27,uninstantiated,,백탑 기숙사,2학년,백,광휘정화학파,마법사,,,
P-2839,nonhuman,false,0.62,0.70,0.41,0.51,0.24,0.39,0.68,0.26,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,드워프,
P-2840,common_noble,false,0.69,0.45,0.51,0.62,0.12,0.24,0.75,0.53,uninstantiated,,청탑 기숙사,4학년,청,방벽수호학파,마법사,,,
P-2841,common_noble,false,0.60,0.35,0.49,0.61,0.41,0.30,0.52,0.62,uninstantiated,,청탑 기숙사,2학년,청,결속조형학파,마법사,,,
P-2842,common_noble,false,0.71,0.67,0.41,0.62,0.25,0.34,0.64,0.64,uninstantiated,,기사동,3학년,백,방패호위과,기사,,,
P-2843,common_noble,false,0.90,0.35,0.41,0.87,0.20,0.23,0.79,0.60,uninstantiated,,기사동,3학년,청,대마전투과,기사,,,
P-2844,common_noble,false,0.44,0.86,0.54,0.57,0.44,0.32,0.52,0.67,uninstantiated,,청탑 기숙사,2학년,청,결속조형학파,마법사,,,
P-2845,foreigner,false,0.60,0.80,0.41,0.63,0.79,0.15,0.53,0.23,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,NOR-스카르벨권
P-2846,common_noble,false,0.73,0.81,0.62,0.89,0.24,0.01,0.92,0.30,uninstantiated,,기사동,1학년,녹,기마·마수운용과,기사,,,
P-2847,common_noble,false,0.57,0.66,0.13,0.71,0.80,0.13,0.66,0.32,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,
P-2848,common_noble,false,0.43,0.79,0.44,0.63,0.14,0.03,0.55,0.14,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,,
P-2849,nonhuman,false,0.47,0.40,0.58,0.59,0.65,0.51,0.31,0.29,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,아쿠아틱,
P-2850,common_noble,false,0.64,0.79,0.23,0.44,0.15,0.31,0.81,0.40,uninstantiated,,백탑 기숙사,1학년,백,순백응급학파,마법사,,,
P-2851,common_noble,false,0.93,0.61,0.47,0.55,0.82,0.32,0.72,0.35,uninstantiated,,청탑 기숙사,1학년,청,결속조형학파,마법사,,,
P-2852,common_noble,false,0.68,0.72,0.83,0.58,0.39,0.50,0.66,0.53,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-2853,common_noble,false,0.86,0.62,0.53,0.64,0.60,0.48,0.59,0.26,uninstantiated,,청탑 기숙사,3학년,청,결속조형학파,마법사,,,
P-2854,foreigner,false,0.92,0.56,0.31,0.61,0.38,0.25,0.70,0.39,uninstantiated,,자탑 기숙사,4학년,자,전심학파,마법사,,,ARC-인접왕국권
P-2855,common_noble,false,0.20,0.83,0.59,0.43,0.55,0.20,0.38,0.46,uninstantiated,,황탑 기숙사,4학년,황,공성진동학파,마법사,,,
P-2856,common_noble,false,0.55,0.37,0.27,0.61,0.88,0.62,0.26,0.24,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,,
P-2857,common_noble,false,0.74,0.56,0.39,0.85,0.72,0.20,0.55,0.24,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-2858,common_noble,false,0.62,0.57,0.62,0.61,0.53,0.33,0.55,0.27,uninstantiated,,황탑 기숙사,연구과정,황,관성조율학파,마법사,,,
P-2859,common_noble,false,0.90,0.87,0.83,0.66,0.46,0.16,0.72,0.45,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-2860,common_noble,false,0.74,0.59,0.53,0.56,0.58,0.18,0.68,0.47,uninstantiated,,기사동,2학년,청,기동타격과,기사,,,
